Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend,cod_gpo_cliente,cod_clase_doc,cod_sector,cod_canal,cod_zona_ventas,cod_doc_comercial,cod_grp_vend,cod_ramo,cod_gr_material,cod_gr_articulo,cod_lista_precio,cod_tx_motivo,cod_cliente_fk,codigo_mat_fk,cod_vendedor_fk,cod_condicion_pago_fk,cod_moneda_fk,dim_cliente_id,dim_producto_id,dim_vendedor_id,dim_condicion_pago_id,dim_moneda_id,dim_gpo_cliente_id,dim_clase_doc_id,dim_sector_id,dim_canal_id,dim_zona_ventas_id,dim_doc_comercial_id,dim_grp_vend_id,dim_ramo_id,dim_gr_material_id,dim_gr_articulo_id,dim_lista_precio_id,dim_tx_motivo_id,batch_id,line_hash,quality_flags
"FARMACIA FARMA SERVICIOS NORTE, C.A",Cadenas,Fact. Nac. Pharsana,6000123774,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS PD MANZANILLA (24X20),1,PAK,24,PAQ,"24,96","24,96",0,"24,96",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606865,1002056612,Friends,20,Manzanilla,KG,864,,864,Farmacia,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"24,96","24,96",0,"24,96",,50001133,Cadenas,,10002463,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_00CED7E6A7,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002463,50001133,100105,NT21,USD,1694,25,9,7,1,23,1,1,1,13,1,13,40,7,5,12,1,demo_ids_20260218,a8016c527f4afe4859dab949860b81f8,
"FARMACIA FARMA SERVICIOS NORTE, C.A",Cadenas,Fact. Nac. Pharsana,6000123774,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS PD REGULAR S/P (24X20),1,PAK,24,PAQ,"24,96","24,96",0,"24,96",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606865,1002056612,Friends,20,Regular,KG,864,,864,Farmacia,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"24,96","24,96",0,"24,96",,50001130,Cadenas,,10002463,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_00CED7E6A7,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002463,50001130,100105,NT21,USD,1694,24,9,7,1,23,1,1,1,13,1,13,40,7,5,12,1,demo_ids_20260218,bf8ace0fb198d2d11dd782815ec8a6c2,
"FARMACIA FARMA SERVICIOS NORTE, C.A",Cadenas,Fact. Nac. Pharsana,6000123774,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),1,CS,36,PAQ,"71,64","71,64",0,"71,64",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606865,1002056612,Friends,14,Ultra Delgada,KG,"4,176",,"4,176",Farmacia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"71,64","71,64",0,"71,64",,50001067,Cadenas,,10002463,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_335D8B3C4B,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002463,50001067,100105,NT21,USD,1694,73,9,7,1,23,1,1,1,13,1,13,40,19,5,12,1,demo_ids_20260218,88056831a3fde949ae90198cdbf1284f,
"FARMACIA FARMA SERVICIOS NORTE, C.A",Cadenas,Fact. Nac. Pharsana,6000123774,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),2,PAK,24,PAQ,"23,16","46,32",0,"46,32",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606865,1002056612,Friends,10,Nocturna,KG,4200,,4200,Farmacia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","46,32",0,"46,32",,50001111,Cadenas,,10002463,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_335D8B3C4B,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002463,50001111,100105,NT21,USD,1694,44,9,7,1,23,1,1,1,13,1,13,40,19,5,12,1,demo_ids_20260218,bbdb5d7374e6670114dad2a884d70873,
"FARMACIA FARMA SERVICIOS NORTE, C.A",Cadenas,Fact. Nac. Pharsana,6000123774,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS PD REGULAR S/P (12X40),1,PAK,12,PAQ,"25,08","25,08",0,"25,08",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606865,1002056612,Friends,40,Regular,KG,1200,,1200,Farmacia,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,08","25,08",0,"25,08",,50001106,Cadenas,,10002463,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_00CED7E6A7,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002463,50001106,100105,NT21,USD,1694,16,9,7,1,23,1,1,1,13,1,13,40,7,5,12,1,demo_ids_20260218,96eaec45846c9dd0867d737b583ad125,
"FARMACIA FARMA SERVICIOS NORTE, C.A",Cadenas,Fact. Nac. Pharsana,6000123781,Cuidado Personal,Venta Directa,20250516,Zona Occidente,3000,CHICCO TH ORIGINAL 48P,3,CS,60,PAQ,"29,4","88,2",0,"88,2",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606872,1002056612,Chicco,48,Original,KG,"15,54",,"15,54",Farmacia,PH-TH Flow Pack,TOALLAS HUMEDAS,0,5,2025,"29,4","88,2",0,"88,2",,50000975,Cadenas,,10002463,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_ACA9A0FC3D,GRA_280AA09ADE,LPR_620A372838,TXM_UNKNOWN,10002463,50000975,100105,NT21,USD,1694,5,9,7,1,23,1,2,1,13,1,13,40,3,3,12,1,demo_ids_20260218,b9215e33ebe898388233b69b896fd616,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,Fact. Nac. Pharsana,6000123772,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),2,PAK,24,PAQ,"23,16","46,32","7,41","53,73",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606863,1002056611,Friends,10,Nocturna,KG,4200,,4200,Farmacia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","46,32","7,41","53,73",,50001111,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_335D8B3C4B,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002464,50001111,100105,NT21,USD,1695,44,9,7,1,23,1,1,1,13,1,13,40,19,5,12,1,demo_ids_20260218,4634e599cabaa43e0d1550208745e96e,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,Fact. Nac. Pharsana,6000123772,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,SIEMPRE SECO PROTECTOR DE CAMA HB (4X20),10,PAK,40,PAQ,"35,16","351,6","56,26","407,86",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606863,1002056611,Siempre Seco,20,Protector de Cama,KG,27200,,27200,Farmacia,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"35,16","351,6","56,26","407,86",,50000981,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_F444BABE37,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002464,50000981,100105,NT21,USD,1695,30,9,7,1,23,1,1,1,13,1,13,40,16,1,12,1,demo_ids_20260218,90caa7ee748e47b5f1f680cd60006ed9,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,Fact. Nac. Pharsana,6000123772,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,SECUREZZA PANTS M (8X10),3,PAK,24,PAQ,"65,2","195,6","31,3","226,9",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606863,1002056611,Securezza,10,Pants,KG,12096,,12096,Farmacia,PH-Pañal Pull Up,INCONTINENCIA,0,5,2025,"65,2","195,6","31,3","226,9",,50001095,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_22E3CA5C97,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002464,50001095,100105,NT21,USD,1695,92,9,7,1,23,1,1,1,13,1,13,40,10,1,12,1,demo_ids_20260218,578f8d7ef4a97af7ef39058e0e441145,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,Fact. Nac. Pharsana,6000123772,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,SECUREZZA POST PARTO PREMIUM (12X10),4,PAK,48,PAQ,"22,56","90,24","14,44","104,68",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606863,1002056611,Securezza,10,Anatómica,KG,8400,,8400,Farmacia,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"22,56","90,24","14,44","104,68",,50000632,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002464,50000632,100105,NT21,USD,1695,1,9,7,1,23,1,1,1,13,1,13,40,1,1,12,1,demo_ids_20260218,c7086399528faeec20adbaf705be8159,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,Fact. Nac. Pharsana,6000123772,Cuidado Personal,Venta Directa,20250516,Zona Occidente,3000,CHICCO JABON LIQUIDO 200 ML,2,CS,20,ST,"27,7","55,4","8,86","64,26",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606863,1002056611,Chicco,200,Original,KG,"4,06",,"4,06",Farmacia,PH-Jabón Líquido,HIGIENE PERSONAL,0,5,2025,"27,7","55,4","8,86","64,26",,50000968,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_03B616172F,GRA_840BF734C1,LPR_620A372838,TXM_UNKNOWN,10002464,50000968,100105,NT21,USD,1695,63,9,7,1,23,1,2,1,13,1,13,40,21,2,12,1,demo_ids_20260218,7ff71c16429f5197639cba9687be07b5,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,Fact. Nac. Pharsana,6000123780,Cuidado Personal,Venta Directa,20250516,Zona Occidente,3000,CHICCO TH ORIGINAL 48P,2,CS,40,PAQ,"29,4","58,8","9,41","68,21",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606871,1002056611,Chicco,48,Original,KG,"10,36",,"10,36",Farmacia,PH-TH Flow Pack,TOALLAS HUMEDAS,0,5,2025,"29,4","58,8","9,41","68,21",,50000975,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_ACA9A0FC3D,GRA_280AA09ADE,LPR_620A372838,TXM_UNKNOWN,10002464,50000975,100105,NT21,USD,1695,5,9,7,1,23,1,2,1,13,1,13,40,3,3,12,1,demo_ids_20260218,b7fd8ee8bcdb5263d5ba024c97b4beb4,
"FARMACIA Y SERVICIOS LAS DELICIAS,",Cadenas,N/C Dev. Nac. Phars.,6200039096,Cuidado Personal,Venta Directa,20250515,Zona Occidente,3004,SECUREZZA BC CREMA DERMO PROTECTORA 130G,"-0,583",CS,-7,ST,"-68,25","-39,79","-6,37","-46,16",Abono,Crédito 21 días,20250605,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606780,1006005162,Securezza,150,Bodycare,G,-917,,"-0,917",Farmacia,PH-Crema Protectoras,HIGIENE PERSONAL,0,5,2025,"-68,25","-39,79","-6,37","-46,16",,50000955,Cadenas,,10002464,10,,N,02.07.2025 - 08:40:06,Z14,Producto Con Problemas De Fabricante,100105,GPC_E047C60D89,CLD_7D662821F2,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_6FB064483D,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_4AD0AE3DFC,GRA_840BF734C1,LPR_620A372838,TXM_E550C05363,10002464,50000955,100105,NT21,USD,1695,79,9,7,1,23,3,2,1,13,2,13,40,25,2,12,7,demo_ids_20260218,6f25b7581b474e11b44ecdca7c24cf40,
FARMACIA FARMA SERVICIOS BELLA,Cadenas,Fact. Nac. Pharsana,6000123771,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),1,PAK,12,PAQ,"23,16","23,16","3,71","26,87",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606862,1002056610,Friends,10,Nocturna,KG,2100,,2100,Farmacia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","23,16","3,71","26,87",,50001111,Cadenas,,10002465,10,1,X,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_335D8B3C4B,GRA_E2CFA19CA7,LPR_620A372838,TXM_UNKNOWN,10002465,50001111,100105,NT21,USD,1696,44,9,7,1,23,1,1,1,13,1,13,40,19,5,12,1,demo_ids_20260218,74b4e9a59d305417f455c2cd37e7d9a5,
FARMACIA FARMA SERVICIOS BELLA,Cadenas,Fact. Nac. Pharsana,6000123771,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,SIEMPRE SECO PROTECTOR DE CAMA HB (4X20),10,PAK,40,PAQ,"35,16","351,6","56,24","407,84",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606862,1002056610,Siempre Seco,20,Protector de Cama,KG,27200,,27200,Farmacia,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"35,16","351,6","56,24","407,84",,50000981,Cadenas,,10002465,10,1,X,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_F444BABE37,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002465,50000981,100105,NT21,USD,1696,30,9,7,1,23,1,1,1,13,1,13,40,16,1,12,1,demo_ids_20260218,9baec3d03fe6e196a81a5a17e6a3fa79,
FARMACIA FARMA SERVICIOS BELLA,Cadenas,Fact. Nac. Pharsana,6000123771,Absorbentes,Venta Directa,20250516,Zona Occidente,3000,SECUREZZA PANTS M (8X10),3,PAK,24,PAQ,"65,2","195,6","31,3","226,9",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606862,1002056610,Securezza,10,Pants,KG,12096,,12096,Farmacia,PH-Pañal Pull Up,INCONTINENCIA,0,5,2025,"65,2","195,6","31,3","226,9",,50001095,Cadenas,,10002465,10,1,X,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_22E3CA5C97,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002465,50001095,100105,NT21,USD,1696,92,9,7,1,23,1,1,1,13,1,13,40,10,1,12,1,demo_ids_20260218,3272bdab9196695e3a73428f18a148e6,
FARMACIA FARMA SERVICIOS BELLA,Cadenas,Fact. Nac. Pharsana,6000123771,Cuidado Personal,Venta Directa,20250516,Zona Occidente,3000,AMY MOTAS DE ALGODON 50P,2,CS,24,PAQ,"21,84","43,68","6,99","50,67",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606862,1002056610,Amy,50,Original,KG,"0,96",,"0,96",Farmacia,PH-Motas De Algodón,ALGODONES PT,0,5,2025,"21,84","43,68","6,99","50,67",,50000517,Cadenas,,10002465,10,1,X,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_B5ACEE8C50,GRA_3E0276107A,LPR_620A372838,TXM_UNKNOWN,10002465,50000517,100105,NT21,USD,1696,35,9,7,1,23,1,2,1,13,1,13,40,6,4,12,1,demo_ids_20260218,eb04c69a9285ac49b28123fb92ded397,
FARMACIA FARMA SERVICIOS BELLA,Cadenas,Fact. Nac. Pharsana,6000123771,Cuidado Personal,Venta Directa,20250516,Zona Occidente,3000,AMY HISOPOS 60 P,1,CS,48,PAQ,"43,2","43,2","6,91","50,11",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606862,1002056610,Amy,60,Original,KG,"0,648",,"0,648",Farmacia,PH-Hisopos,ALGODONES PT,0,5,2025,"43,2","43,2","6,91","50,11",,50000443,Cadenas,,10002465,10,1,X,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_5BE241158E,GRA_3E0276107A,LPR_620A372838,TXM_UNKNOWN,10002465,50000443,100105,NT21,USD,1696,39,9,7,1,23,1,2,1,13,1,13,40,8,4,12,1,demo_ids_20260218,fed0fdd533adc7633046250def2cdd36,
FARMACIA FARMA SERVICIOS BELLA,Cadenas,Fact. Nac. Pharsana,6000123771,Cuidado Personal,Venta Directa,20250516,Zona Occidente,3000,CHICCO COTONCITO 60 PZA,2,CS,96,PAQ,"47,52","95,04","15,21","110,25",Factura,Crédito 21 días,20250606,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0606862,1002056610,Chicco,60,Original,KG,"1,248",,"1,248",Farmacia,PH-Hisopos,ALGODONES PT,0,5,2025,"47,52","95,04","15,21","110,25",,50001024,Cadenas,,10002465,10,1,X,02.07.2025 - 08:40:06,,,100105,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_EBD59C2530,DCO_4509257306,GRV_E3FC6829D6,RAM_9EE6AAAA70,GRM_5BE241158E,GRA_3E0276107A,LPR_620A372838,TXM_UNKNOWN,10002465,50001024,100105,NT21,USD,1696,11,9,7,1,23,1,2,1,13,1,13,40,8,4,12,1,demo_ids_20260218,1f408ce6520c5cd91e967d6fbf6f5361,
FARMAHUMANA C.A.,Cadenas,Fact. Nac. Pharsana,6000123139,Cuidado Personal,Venta Directa,20250507,Zona Oriente,3000,CHICCO COLONIA 220 ML,1,CS,10,ST,"3712,3","3712,3","593,97","4306,27",Factura,Crédito 07 Días,20250514,VED,NA,,GV Ger. Reg. Oriente,OSKARINA DEL C. VILLARRUEL,00-0606094,1002056183,Chicco,220,Original,KG,"1,98",,"1,98",Farmacia,PH-Colonia,HIGIENE PERSONAL,"91,2113",5,2025,"40,7","40,7","6,51","47,21",,50000970,Cadenas,,10002469,10,1,X,02.07.2025 - 08:40:06,,,100080,GPC_E047C60D89,CLD_46DF47F1B9,SEC_37A53DB31E,CAN_0C1F625266,ZVT_C6E0D5E058,DCO_4509257306,GRV_1B03B34C7F,RAM_9EE6AAAA70,GRM_0C22511549,GRA_840BF734C1,LPR_620A372838,TXM_UNKNOWN,10002469,50000970,100080,NT07,VED,1697,4,5,4,2,23,1,2,1,12,1,17,40,2,2,12,1,demo_ids_20260218,b6a2a2d3b032dfe3e665c84dbac28df0,
FARMAHUMANA C.A.,Cadenas,Fact. Nac. Pharsana,6000123139,Absorbentes,Venta Directa,20250507,Zona Oriente,3000,SECUREZZA POST PARTO  (12X15),1,PAK,12,PAQ,"2484,6","2484,6","397,54","2882,14",Factura,Crédito 07 Días,20250514,VED,NA,,GV Ger. Reg. Oriente,OSKARINA DEL C. VILLARRUEL,00-0606094,1002056183,Securezza,15,Anatómica,KG,2100,,2100,Farmacia,PH-Toalla Post-Parto,INCONTINENCIA,"91,2113",5,2025,"27,24","27,24","4,36","31,6",,50001021,Cadenas,,10002469,10,1,X,02.07.2025 - 08:40:06,,,100080,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_C6E0D5E058,DCO_4509257306,GRV_1B03B34C7F,RAM_9EE6AAAA70,GRM_401CA6A5C7,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002469,50001021,100080,NT07,VED,1697,2,5,4,2,23,1,1,1,12,1,17,40,1,1,12,1,demo_ids_20260218,7e7d439b94771c6b5b477b27f2d37359,
FARMAHUMANA C.A.,Cadenas,Fact. Nac. Pharsana,6000123139,Absorbentes,Venta Directa,20250507,Zona Oriente,3000,SECUREZZA COMFORT L REG (6x6),2,PAK,12,PAQ,3705,7410,"1185,6","8595,6",Factura,Crédito 07 Días,20250514,VED,NA,,GV Ger. Reg. Oriente,OSKARINA DEL C. VILLARRUEL,00-0606094,1002056183,Securezza,6,Classic,KG,7488,,7488,Farmacia,PH-Protector Incont.,INCONTINENCIA,"91,2113",5,2025,"40,62","81,24",13,"94,24",,50000922,Cadenas,,10002469,10,1,X,02.07.2025 - 08:40:06,,,100080,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_C6E0D5E058,DCO_4509257306,GRV_1B03B34C7F,RAM_9EE6AAAA70,GRM_EA9690A4B4,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002469,50000922,100080,NT07,VED,1697,54,5,4,2,23,1,1,1,12,1,17,40,4,1,12,1,demo_ids_20260218,d1bf6f358fc4dd2d5c5dca18b026b3cf,
FARMAHUMANA C.A.,Cadenas,Fact. Nac. Pharsana,6000123139,Absorbentes,Venta Directa,20250507,Zona Oriente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),4,PAK,24,PAQ,"3398,52","13594,08","2175,04","15769,12",Factura,Crédito 07 Días,20250514,VED,NA,,GV Ger. Reg. Oriente,OSKARINA DEL C. VILLARRUEL,00-0606094,1002056183,Securezza,10,Protector de Cama,KG,16320,,16320,Farmacia,PH-Protector de Cama,INCONTINENCIA,"91,2113",5,2025,"37,26","149,04","23,85","172,89",,50000957,Cadenas,,10002469,10,1,X,02.07.2025 - 08:40:06,,,100080,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_C6E0D5E058,DCO_4509257306,GRV_1B03B34C7F,RAM_9EE6AAAA70,GRM_F444BABE37,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002469,50000957,100080,NT07,VED,1697,55,5,4,2,23,1,1,1,12,1,17,40,16,1,12,1,demo_ids_20260218,ed3b5fdd340b9daaed6fcd2185b4d325,
FARMAHUMANA C.A.,Cadenas,Fact. Nac. Pharsana,6000123139,Absorbentes,Venta Directa,20250507,Zona Oriente,3000,SIEMPRE SECO BASICO G (6X6),3,PAK,18,PAQ,"2550,24","7650,72","1224,12","8874,84",Factura,Crédito 07 Días,20250514,VED,NA,,GV Ger. Reg. Oriente,OSKARINA DEL C. VILLARRUEL,00-0606094,1002056183,Siempre Seco,6,Basico,KG,11232,,11232,Farmacia,PH-Protector Incont.,INCONTINENCIA,"91,2113",5,2025,"27,96","83,88","13,42","97,3",,50000640,Cadenas,,10002469,10,1,X,02.07.2025 - 08:40:06,,,100080,GPC_E047C60D89,CLD_46DF47F1B9,SEC_05D49D207B,CAN_0C1F625266,ZVT_C6E0D5E058,DCO_4509257306,GRV_1B03B34C7F,RAM_9EE6AAAA70,GRM_EA9690A4B4,GRA_55B30A1B7A,LPR_620A372838,TXM_UNKNOWN,10002469,50000640,100080,NT07,VED,1697,41,5,4,2,23,1,1,1,12,1,17,40,4,1,12,1,demo_ids_20260218,c4bebd81dd360f61d765c9594831c38a,
